Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
7,"H Kuehne, D Gehrig, T Schultz, R Stiefelhagen","On-line Action Recognition from Sparse Feature Flow.",2012,"VISAPP (1)","scitepress.org","https://scitepress.org/papers/2012/38615/38615.pdf","https://scholar.google.com/scholar?cites=2138536973160562835&as_sdt=2005&sciodt=0,5&hl=en",274,"2020-11-06 21:29:44","PDF","","","",,,,,7,0.88,2,4,8,"The fast and robust recognition of human actions is an important aspect for many video-based applications in the field of human computer interaction and surveillance. Although current recognition algorithms provide more and more advanced results, their usability for on …"
5,"C Mason, M Meier, F Ahrens, T Fehr, M Herrmann…","Human activities data collection and labeling using a think-aloud protocol in a table setting scenario",2018,"","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/mason_iros_2018.pdf","https://scholar.google.com/scholar?cites=2124127707657789960&as_sdt=2005&sciodt=0,5&hl=en",275,"2020-11-06 21:29:44","PDF","","","",,,,,5,2.50,1,6,2,"We describe our efforts in developing a Biosignals Acquisition Space and Environment (BASE) to acquire a large database of human everyday activities along with a procedure to automatically structure and label these high-dimensional data into a valuable resource for …"
25,"T Schultz","Multilinguale Spracherkennung: Kombination akustischer Modelle zur Portierung auf neue Sprachen",2000,"","Shaker","","https://scholar.google.com/scholar?cites=5041703159144092140&as_sdt=2005&sciodt=0,5&hl=en",276,"2020-11-06 21:29:44","CITATION","","","",,,,,25,1.25,25,1,20,""
6,"D Heger, C Herff, A Pesters, D Telaar…","Continuous speech recognition from ECOG",2015,"… Annual Conference of …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2015/i15_1131.html","https://scholar.google.com/scholar?cites=6988587874196206171&as_sdt=2005&sciodt=0,5&hl=en",277,"2020-11-06 21:29:44","","","","",,,,,6,1.20,1,5,5,"Continuous speech production is a highly complex process involving many parts of the human brain. To date, no fundamental representation that allows for decoding of continuous speech from neural signals has been presented. Here we show that techniques from …"
6,"D Heger, E Terziyska, T Schultz","Connectivity based feature-level filtering for single-trial eeg bcis",2014,"2014 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6853962/?casa_token=zYm5QwhwpI8AAAAA:5X-9wKJ1lwzCKy-l__GnpJolUHisNV_WJFwnCr3qNQb0coRo-DzdjhVfwp_iSkyR81GhHF_u4w","https://scholar.google.com/scholar?cites=3202634302670800489&as_sdt=2005&sciodt=0,5&hl=en",278,"2020-11-06 21:29:44","","","","",,,,,6,1.00,2,3,6,"EEG-based Brain Computer interfaces (BCIs) often rely on power spectral density features to represent relevant aspects of brain activity. The information flow within human brain networks and the corresponding connectivity patterns may contain useful information to …"
7,"F Putze, C Amma, T Schultz","Design and evaluation of a self-correcting gesture interface based on error potentials from EEG",2015,"Proceedings of the 33rd Annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2702123.2702184","https://scholar.google.com/scholar?cites=4032757941004469434&as_sdt=2005&sciodt=0,5&hl=en",279,"2020-11-06 21:29:44","","","","",,,,,7,1.40,2,3,5,"Any user interface which automatically interprets the user's input using natural modalities like gestures makes mistakes. System behavior depending on such mistakes will confuse the user and lead to an erroneous interaction flow. The automatic detection of error …"
7,"VN Thang, S Tanja","Vietnamese large vocabulary continuous speech recognition",2009,"IEEE Workshop on Automatic Speech Recognition …","","","https://scholar.google.com/scholar?cites=12626713240942894546&as_sdt=2005&sciodt=0,5&hl=en",280,"2020-11-06 21:29:44","CITATION","","","",,,,,7,0.64,4,2,11,""
6,"F Putze, T Schultz","Utterance selection for speech acts in a cognitive tourguide scenario",2010,"… Annual Conference of the International Speech …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2010/i10_3014.html","https://scholar.google.com/scholar?cites=17994839367050640657&as_sdt=2005&sciodt=0,5&hl=en",281,"2020-11-06 21:29:44","","","","",,,,,6,0.60,3,2,10,"This paper describes the integration of a cognitive memory model into a spoken dialog system for an in-car tourguide application. This memory model enhances the capabilities of the system and of the simulated user by estimating if and which information is relevant and …"
6,"T Schultz, M Westphal, A Waibel","The GlobalPhone Project: Multilingual LVCSR with Janus-3 in: Proc",,"SQEL","","","https://scholar.google.com/scholar?cites=10474005311864844397&as_sdt=2005&sciodt=0,5&hl=en",282,"2020-11-06 21:29:44","CITATION","","","",,,,,6,0.00,2,3,,""
6,"M Wand, C Schulte, M Janke…","Compensation of recording position shifts for a myoelectric silent speech recognizer",2014,"2014 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6853968/?casa_token=u4nrJSSriJkAAAAA:rksbGh90ctVmRZpSLv8mAmf1NimGP5xXPIXiKjC8hZRMOe623ETVD3vuRc-7JQFeJwMbGgN0QQ","https://scholar.google.com/scholar?cites=10353369026485683129&as_sdt=2005&sciodt=0,5&hl=en",283,"2020-11-06 21:29:44","","","","",,,,,6,1.00,2,4,6,"A myoelectric Silent Speech Recognizer is a system which recognizes speech by capturing the electrical activity of the human articulatory muscles, thus enabling the user to communicate silently. We recently devised a recording setup based on electrode arrays with …"
6,"S Stüker, T Schultz, A Waibel","Automatic Generation of Pronunciation Dictionaries-For New, Unseen Languages by Voting among Phoneme Recognizers in Nine Different Languages",2002,"University of Karlsruhe","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.4.8065","https://scholar.google.com/scholar?cites=9119536729493665023&as_sdt=2005&sciodt=0,5&hl=en",284,"2020-11-06 21:29:44","","","","",,,,,6,0.33,2,3,18,"CiteSeerX - Document Details (Isaac Councill, Lee Giles, Pradeep Teregowda): In this report we will describe a data driven approach for creating pronunciation dictionaries for a new unseen target language by voting among phoneme recognizers …"
8,"T Schlippe, C Zhu, D Lemcke…","Statistical machine translation based text normalization with crowdsourcing",2013,"2013 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6639305/?casa_token=D7F7TTlQFewAAAAA:IPDRtop3NXZn_7mTT8c1h-9VNpRQXvwvjWsfg3_l18Rv02-s-yASpmn2JBbhNJwjDtvsWDaSZQ","https://scholar.google.com/scholar?cites=11764096819810350496&as_sdt=2005&sciodt=0,5&hl=en",285,"2020-11-06 21:29:44","","","","",,,,,8,1.14,2,4,7,"In [1], we have proposed systems for text normalization based on statistical machine translation (SMT) methods which are constructed with the support of Internet users and evaluated those with French texts. Internet users normalize text displayed in a web interface …"
6,"D Heger, F Putze, C Herff…","Subject-to-subject transfer for CSP based BCIs: Feature space transformation and decision-level fusion",2013,"2013 35th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6610823/?casa_token=_qGchs9EZ9wAAAAA:SsgYSZ7yC82dQsNxYxbK2TEAJFwwoPjxgNZpw58j4Y3eTZ7IsixJqrGBakOy9e8QQJcEeyGJSg","https://scholar.google.com/scholar?cites=121729572331621926&as_sdt=2005&sciodt=0,5&hl=en",286,"2020-11-06 21:29:44","","","","",,,,,6,0.86,2,4,7,"Modern Brain Computer Interfaces (BCIs) usually require a calibration session to train a machine learning system before each usage. In general, such trained systems are highly specialized to the subject's characteristic activation patterns and cannot be used for other …"
7,"M Wand, T Schultz","Modeling coarticulation in EMG-based continuous speech recognition",2010,"Speech Communication","publikationen.bibliothek.kit.edu","https://publikationen.bibliothek.kit.edu/1000026321","https://scholar.google.com/scholar?cites=4722840896332314269&as_sdt=2005&sciodt=0,5&hl=en",287,"2020-11-06 21:29:44","","","","",,,,,7,0.70,4,2,10,"This paper discusses the use of surface electromyography for automatic speech recognition. Electromyographic signals captured at the facial muscles record the activity of the human articulatory apparatus and thus allow to trace back a speech signal even if it is spoken …"
6,"R Hsiao, T Schultz","Generalized discriminative feature transformation for speech recognition",2009,"Tenth Annual Conference of the International …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2009/i09_0664.html","https://scholar.google.com/scholar?cites=3255684075905944372&as_sdt=2005&sciodt=0,5&hl=en",288,"2020-11-06 21:29:44","","","","",,,,,6,0.55,3,2,11,"We propose a new algorithm called Generalized Discriminative Feature Transformation (GDFT) for acoustic models in speech recognition. GDFT is based on Lagrange relaxation on a transformed optimization problem. We show that the existing discriminative feature …"
4,"L Diener, S Bredehoeft, T Schultz","A comparison of EMG-to-Speech Conversion for Isolated and Continuous Speech",2018,"… Communication; 13th ITG …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8577996/","https://scholar.google.com/scholar?cites=16591142955950015136&as_sdt=2005&sciodt=0,5&hl=en",289,"2020-11-06 21:29:44","","","","",,,,,4,2.00,1,3,2,"This paper presents initial results of performing EMG-to-Speech conversion within our new EMG-to-Speech corpus. This new corpus consists of parallel facial array sEMG and read audible speech signals recorded from multiple speakers. It contains different styles of …"
4,"J Weiner, T Schultz","Selecting Features for Automatic Screening for Dementia Based on Speech",2018,"International Conference on Speech and Computer","Springer","https://link.springer.com/chapter/10.1007/978-3-319-99579-3_76","https://scholar.google.com/scholar?cites=15728813980718671553&as_sdt=2005&sciodt=0,5&hl=en",290,"2020-11-06 21:29:44","","","","",,,,,4,2.00,2,2,2,"As the population in developed countries ages, larger numbers of people are at risk of developing dementia. In the near future large-scale time-and cost-efficient screening methods will be needed. Speech can be recorded and analyzed in this manner, and as …"
0,"L Diener, MR Vishkasougheh, T Schultz","CSL-EMG Array: An Open Access Corpus for EMG-to-Speech Conversion",2020,"Proc. Interspeech 2020","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/Diener_IS2020_CSLEMGArray.pdf","",291,"2020-11-06 21:29:44","PDF","","","",,,,,0,0.00,0,3,1,"We present a new open access corpus for the training and evaluation of EMG-to-Speech conversion systems based on array electromyographic recordings. The corpus is recorded with a recording paradigm closely mirroring realistic EMG-to-Speech usage scenarios, and …"
4,"C Herff, A de Pesters, D Heger, P Brunner…","Towards continuous speech recognition for BCI",2017,"Brain-Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-57132-4_3","https://scholar.google.com/scholar?cites=10279458704466695538&as_sdt=2005&sciodt=0,5&hl=en",292,"2020-11-06 21:29:44","","","","",,,,,4,1.33,1,5,3,"For the last two decades, brain-computer interface (BCI) research has worked towards practical and useful applications for communication and control. Yet, many BCI communication approaches suffer from unnatural interaction or time-consuming user …"
0,"ST Abate, MY Tachbelie, T Schultz","Multilingual Acoustic and Language Modeling for Ethio-Semitic Languages",2020,"Proc. Interspeech 2020","isca-speech.org","https://isca-speech.org/archive/Interspeech_2020/pdfs/2856.pdf","",293,"2020-11-06 21:29:44","","","","",,,,,0,0.00,0,3,1,"Abstract Development of Multilingual Automatic Speech Recognition (ASR) systems enables to share existing speech and text corpora among languages. We have conducted experiments on the development of multilingual Acoustic Models (AM) and Language …"
5,"YC Tam, T Schultz","Incorporating monolingual corpora into bilingual latent semantic analysis for crosslingual LM adaptation",2009,"2009 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4960710/?casa_token=dSHh2CDC6asAAAAA:9xObMzewbUCEEsYU6sgfAPpoaPZK99UHvkh-nSBSLYOm87POMgHiq1cdjkXw16mRPQDBsd79Eg","https://scholar.google.com/scholar?cites=12376461413335712259&as_sdt=2005&sciodt=0,5&hl=en",294,"2020-11-06 21:29:44","","","","",,,,,5,0.45,3,2,11,"The major limitation in bilingual latent semantic analysis (bLSA) is the requirement of parallel training corpora. Motivated by semi-supervised learning, we propose a clusterbased bLSA training approach to incorporate monolingual corpora. Treating each parallel …"
5,"J Kominek, T Schultz, W Alan","Black. 2008. Synthesizer voice quality of new languages calibrated with mean Mel Cepstral Distortion",,"Spoken Languages Technologies for Under …","","","https://scholar.google.com/scholar?cites=4075898404700875847&as_sdt=2005&sciodt=0,5&hl=en",295,"2020-11-06 21:29:44","CITATION","","","",,,,,5,0.00,2,3,,""
5,"VB Le, L Besacier, T Schultz","Acousticphonetic unit similarities for context dependant acoustic model portability Carnegie Mellon University",,"Pittsburgh, PA, USA","","","https://scholar.google.com/scholar?cites=9653890964647039976&as_sdt=2005&sciodt=0,5&hl=en",296,"2020-11-06 21:29:44","CITATION","","","",,,,,5,0.00,2,3,,""
5,"C Johner, M Janke, M Wand, T Schultz","Inferring prosody from facial cues for EMG-based synthesis of silent speech",2012,"Proc. AHFE","researchgate.net","https://www.researchgate.net/profile/Tanja_Schultz/publication/267201281_Inferring_prosody_from_facial_cues_for_EMG-based_synthesis_of_silent_speech/links/5478368f0cf2a961e484b55a.pdf","https://scholar.google.com/scholar?cites=15928839322836499735&as_sdt=2005&sciodt=0,5&hl=en",297,"2020-11-06 21:29:44","PDF","","","",,,,,5,0.63,1,4,8,"In this paper we introduce a system which is able to detect prosodic elements in a spoken utterance based on signals from the facial muscles. The proposed system can augment our surface electromyography (EMG) based Silent Speech Interface in order to make …"
5,"T Schlippe, M Volovyk, K Yurchenko…","Rapid bootstrapping of a ukrainian large vocabulary continuous speech recognition system",2013,"… on Acoustics, Speech …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6639086/?casa_token=LZPE1XqVf_YAAAAA:0m_5KLvQy4RJukM9RjDcBiX6KMAVlYRXIsCk4YSaMZ3kv8SzSJmDcxSpCd1i0C7YJ6ecLxRAgQ","https://scholar.google.com/scholar?cites=4110454235511461894&as_sdt=2005&sciodt=0,5&hl=en",298,"2020-11-06 21:29:44","","","","",,,,,5,0.71,1,4,7,"We report on our efforts toward an LVCSR system for the Slavic language Ukrainian. We describe the Ukrainian text and speech database recently collected as a part of our GlobalPhone corpus [1] with our Rapid Language Adaptation Toolkit [2]. The data was …"
6,"P Charoenpornsawat, T Schultz","Improving word segmentation for Thai speech translation",2008,"2008 IEEE Spoken …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4777885/?casa_token=FGRwmSpTUHoAAAAA:Sxde3PFEwcjphdyIw0T496jj2hmcgpBodq6o2ZSPsHDnORswkeqtjV49ou_E3KlQ3u5q9eTFog","https://scholar.google.com/scholar?cites=7694965981597783549&as_sdt=2005&sciodt=0,5&hl=en",299,"2020-11-06 21:29:44","","","","",,,,,6,0.50,3,2,12,"A vocabulary list and language model are primary components in a speech translation system. Generating both from plain text is a straightforward task for English. However, it is quite challenging for Chinese, Japanese, or Thai which provide no word segmentation, ie …"
5,"J Reichert, T Schultz, A Waibel","Mandarin large vocabulary speech recognition using the globalphone database",1999,"Sixth European Conference on …","isca-speech.org","https://www.isca-speech.org/archive/eurospeech_1999/e99_0815.html","https://scholar.google.com/scholar?cites=18148443899688624122&as_sdt=2005&sciodt=0,5&hl=en",300,"2020-11-06 21:29:44","","","","",,,,,5,0.24,2,3,21,"This paper presents our recent efforts in developing a speaker independent LVCSR engine for Mandarin Chinese using our multilingual database GlobalPhone. We describe a two pass approach, in which the recognition first generates phoneme hypotheses and second …"
5,"NT Vu, T Schultz","Optimization on Vietnamese large vocabulary speech recognition",2010,"Spoken Languages Technologies for Under …","isca-speech.org","https://www.isca-speech.org/archive/SLTU_2010/su10_104.html","https://scholar.google.com/scholar?cites=16521051942088567622&as_sdt=2005&sciodt=0,5&hl=en",301,"2020-11-06 21:29:44","","","","",,,,,5,0.50,3,2,10,"This paper summarizes our latest efforts toward a large vocabulary speech recognition system for Vietnamese. We describe the Vietnamese text and speech database which we collected as part of our GlobalPhone corpus. Based on these data we improve our initial …"
6,"C Amma, T Schultz","Airwriting: bringing text entry to wearable computers",2013,"XRDS: Crossroads, the ACM Magazine for …","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/2540048","https://scholar.google.com/scholar?cites=14566344388613816807&as_sdt=2005&sciodt=0,5&hl=en",302,"2020-11-06 21:29:44","","","","",,,,,6,0.86,3,2,7,"Twiddler is a commercially available device with key buttons that can be worn around the hand. Such a system allows fast and unobtrusive writing, but requires the user to have a device fixed to their palm. Another idea is to project the keyboard and control ele- ments onto any kind …"
5,"U Nallasamy, M Garbus, F Metze, Q Jin…","Analysis of dialectal influence in pan-arabic asr",2011,"… Annual Conference of …","isca-speech.org","https://www.isca-speech.org/archive/interspeech_2011/i11_1721.html","https://scholar.google.com/scholar?cites=7659313631224558432&as_sdt=2005&sciodt=0,5&hl=en",303,"2020-11-06 21:29:44","","","","",,,,,5,0.56,1,5,9,"In this paper, we analyze the impact of five Arabic dialects on the front-end and pronunciation dictionary components of an Automatic Speech Recognition (ASR) system. We use ASR's phonetic decision tree as a diagnostic tool to compare the robustness of …"
5,"F Putze, T Schultz","Cognitive dialog systems for dynamic environments: Progress and challenges",2012,"Digital signal processing for in-vehicle systems and …","Springer","https://link.springer.com/chapter/10.1007/978-1-4419-9607-7_8","https://scholar.google.com/scholar?cites=17570125627104361822&as_sdt=2005&sciodt=0,5&hl=en",304,"2020-11-06 21:29:44","","","","",,,,,5,0.63,3,2,8,"In this chapter, we present our existing setup and ongoing research on the development of cognitive dialog systems for dynamic environments like cars, including the main components that we consider necessary to build dialog systems to estimate the user's mental processes …"
5,"T Schultz, Q Jin, K Laskowski, A Tribble…","Improvements in non-verbal cue identification using multilingual phone strings",2002,"Proceedings of the ACL …","aclweb.org","https://www.aclweb.org/anthology/W02-0714.pdf","https://scholar.google.com/scholar?cites=10955926221116473484&as_sdt=2005&sciodt=0,5&hl=en",305,"2020-11-06 21:29:44","PDF","","","",,,,,5,0.28,1,5,18,"Today's state-of-the-art front-ends for multilingual speechto-speech translation systems apply monolingual speech recognizers trained for a single language and/or accent. The monolingual speech engine is usually adaptable to an unknown speaker over time using …"
6,"F Putze, D Heger, T Schultz","Reliable subject-adapted recognition of EEG error potentials using limited calibration data",2013,"2013 6th International IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6695961/?casa_token=8S4-CaVEFksAAAAA:K9SMxvIPs3uVvpivorKChblJKLiUDIzUv0OK-zFHIW3YJ1gU7vbrp89WDBBFPw60hLitIJsCiA","https://scholar.google.com/scholar?cites=11443214660588701156&as_sdt=2005&sciodt=0,5&hl=en",306,"2020-11-06 21:29:44","","","","",,,,,6,0.86,2,3,7,"For the development of efficient Brain Computer Interfaces (BCIs), recognizing when the system reacts erroneously to a user's input is a much desired functionality. In this paper, we investigate a system for the recognition of error potentials from single-trial …"
5,"SCS Jou, T Schultz","Automatic speech recognition based on electromyographic biosignals",2008,"… Conference on Biomedical Engineering Systems and …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-92219-3_23","https://scholar.google.com/scholar?cites=9688330979645338843&as_sdt=2005&sciodt=0,5&hl=en",307,"2020-11-06 21:29:44","","","","",,,,,5,0.42,3,2,12,"This paper presents our studies of automatic speech recognition based on electromyographic biosignals captured from the articulatory muscles in the face using surface electrodes. We develop a phone-based speech recognizer and describe how the …"
1,"A Abulimiti, T Schultz","Building Language Models for Morphological Rich Low-Resource Languages using Data from Related Donor Languages: the Case of Uyghur",2020,"Proceedings of the 1st Joint Workshop on Spoken …","aclweb.org","https://www.aclweb.org/anthology/2020.sltu-1.38/","https://scholar.google.com/scholar?cites=16336526057765350812&as_sdt=2005&sciodt=0,5&hl=en",308,"2020-11-06 21:29:44","","","","",,,,,1,1.00,1,2,1,"Huge amounts of data are needed to build reliable statistical language models. Automatic speech processing tasks in low-resource languages typically suffer from lower performances due to weak or unreliable language models. Furthermore, language modeling for …"
6,"J Weiner, T Schultz","Detection of intra-personal development of cognitive impairment from conversational speech",2016,"Speech Communication; 12. ITG …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7776183/","https://scholar.google.com/scholar?cites=16204143918586524854&as_sdt=2005&sciodt=0,5&hl=en",309,"2020-11-06 21:29:44","","","","",,,,,6,1.50,3,2,4,"As the population in developed countries is aging, cognitive impairment such as Alzheimer's disease becomes an urging challenge for these societies. In order to mitigate the consequences, diagnosing cognitive impairment early is crucial. We present automatic …"
6,"L Diener, G Felsch, M Angrick…","Session-Independent Array-Based EMG-to-Speech Conversion using Convolutional Neural Networks",2018,"… Communication; 13th ITG …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8578038/","https://scholar.google.com/scholar?cites=18321749552582013643&as_sdt=2005&sciodt=0,5&hl=en",310,"2020-11-06 21:29:44","","","","",,,,,6,3.00,2,4,2,"This paper presents an evaluation of the performance of EMG-to-Speech conversion based on convolutional neural networks. We present an analysis of two different architectures and network design considerations and evaluate CNN-based systems for their within-session …"
3,"H Liu, T Schultz","ASK: A Framework for Data Acquisition and Activity Recognition.",2018,"BIOSIGNALS","scitepress.org","https://www.scitepress.org/papers/2018/67329/67329.pdf","https://scholar.google.com/scholar?cites=12684647950455587521&as_sdt=2005&sciodt=0,5&hl=en",311,"2020-11-06 21:29:44","PDF","","","",,,,,3,1.50,2,2,2,"This work puts forward a framework for the acquisition and processing of biosignals to indicate strain on the knee inflicted by human everyday activities. Such a framework involves the appropriate equipment in devices and sensors to capture factors that inflict strain on the …"
4,"F Putze, T Schultz, S Ehret…","Model-based Evaluation of Playing Strategies in a Memo Game for Elderly Users",2015,"… on Systems, Man …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7379302/?casa_token=ZJsANaH0sqkAAAAA:GzD0bFyPFL1uFMjjyLIuUAKPIAwSY4Lcp58HMdOrBaCwUpbJXQsmYVbswaHZppht0zuZ90PSPQ","https://scholar.google.com/scholar?cites=9995271222725262817&as_sdt=2005&sciodt=0,5&hl=en",312,"2020-11-06 21:29:44","","","","",,,,,4,0.80,1,4,5,"In this paper, we analyze game protocols for a Memo game for elderly users. We show how we can use generative statistical models to automatically reveal different playing strategies. We present a quantitative and qualitative evaluation of the approach on simulated and real …"
4,"D Telaar, J Weiner, T Schultz","Error Signatures to identify Errors in ASR in an unsupervised fashion",2015,"Proceedings of the Errare …","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/TelaarEtAl_Errare2015.pdf","https://scholar.google.com/scholar?cites=15367884193083802982&as_sdt=2005&sciodt=0,5&hl=en",313,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.80,1,3,5,"Large scale ASR systems are trained on thousands of hours of speech. Usually, many of these training data were automatically transcribed by another ASR system due to a lack of manual transcriptions and a lack of resources to transcribe them. Systems trained in such a …"
3,"M Angrick, C Herff, GD Johnson, JJ Shih, DJ Krusienski…","interpretation of convolutional neural networks for speech regression from electrocorticography.",2018,"ESANN","elen.ucl.ac.be","https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2018-102.pdf","https://scholar.google.com/scholar?cites=7145834928115349844&as_sdt=2005&sciodt=0,5&hl=en",314,"2020-11-06 21:29:44","PDF","","","",,,,,3,1.50,1,6,2,"The direct synthesis of continuously spoken speech from neural activity is envisioned to enable fast and intuitive Brain-Computer Interfaces. Earlier results indicate that intracranial recordings reveal very suitable signal characteristics for direct synthesis. To map the …"
4,"SCS Jou, T Schultz","EARS: Electromyographical Automatic Recognition of Speech.",2008,"BIOSIGNALS (1)","cs.cmu.edu","http://www.cs.cmu.edu/afs/.cs.cmu.edu/Web/People/scjou/paper/scjou_biosig08.pdf","https://scholar.google.com/scholar?cites=15412488200997616214&as_sdt=2005&sciodt=0,5&hl=en",315,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.33,2,2,12,"In this paper, we present our research on automatic speech recognition of surface electromyographic signals that are generated by the human articulatory muscles. With parallel recorded audible speech and electromyographic signals, experiments are …"
4,"D Heger, F Putze, T Schultz","Online Workload Recognition from EEG data during Cognitive Tests and Human-Computer Interaction",2010,"proceedings of 33rd Annual …","csl.uni-bremen.de","https://www.csl.uni-bremen.de/cms/images/documents/publications/HegerPutzeSchultz_KI10.pdf","https://scholar.google.com/scholar?cites=14804350428964745333&as_sdt=2005&sciodt=0,5&hl=en",316,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.40,1,3,10,"This paper presents a system for live recognition of mental workload using data segments of one second length from 16 channel EEG. Recognition rates of more than 90% could be reached for five subjects performing two different cognitive tests: the flanker and the …"
4,"MJJ Premkumar, NT Vu, T Schultz","Experiments towards a better LVCSR System for Tamil",2013,"Training","isca-speech.org","https://www.isca-speech.org/archive/archive_papers/interspeech_2013/i13_2202.pdf","https://scholar.google.com/scholar?cites=15461382371555621994&as_sdt=2005&sciodt=0,5&hl=en",317,"2020-11-06 21:29:44","","","","",,,,,4,0.57,1,3,7,"This paper summarizes our latest efforts in the development of a Large Vocabulary Continuous Speech Recognition (LVCSR) system for Tamil at different levels: pronunciation dictionary, language modeling (LM) and front-end. Usually in Tamil there are not many word …"
5,"M Georgi, C Amma, T Schultz","Fusion and comparison of imu and emg signals for wearable gesture recognition",2015,"International Joint Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-27707-3_19","https://scholar.google.com/scholar?cites=9021894457033661860&as_sdt=2005&sciodt=0,5&hl=en",318,"2020-11-06 21:29:44","","","","",,,,,5,1.00,2,3,5,"We evaluate the performance of a wearable gesture recognition system for arm, hand, and finger motions, using the signals of an Inertial Measurement Unit (IMU) worn at the wrist, and the Electromyogram (EMG) of muscles in the forearm. A set of 12 gestures was defined …"
4,"E Stoimenov, T Schultz","A multiplatform speech recognition decoder based on weighted finite-state transducers",2009,"2009 IEEE Workshop on Automatic …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5373404/?casa_token=dMoT5DJS62MAAAAA:bcsfUyidYrDTh87t6b2PrXugdLy59pstSEXuasGUq-FpPPg8NDe7DXokSirT87wfD14sXSkWBw","https://scholar.google.com/scholar?cites=17635889838194798014&as_sdt=2005&sciodt=0,5&hl=en",319,"2020-11-06 21:29:44","","","","",,,,,4,0.36,2,2,11,"Speech recognition decoders based on static graphs have recently proven to significantly outperform the traditional approach of prefix tree expansion in terms of decoding speed. The reduced search effort makes static graph decoders an attractive alternative for tasks …"
4,"J Hild, F Putze, D Kaufman, C Kühnle…","Spatio-temporal event selection in basic surveillance tasks using eye tracking and EEG",2014,"Proceedings of the 7th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2666642.2666645","https://scholar.google.com/scholar?cites=5268272102157578640&as_sdt=2005&sciodt=0,5&hl=en",320,"2020-11-06 21:29:44","","","","",,,,,4,0.67,1,5,6,"In safety-and security-critical applications like video surveillance it is crucial that human operators detect task-relevant events in the continuous video streams and select them for report or dissemination to other authorities. Usually, the selection operation is performed …"
4,"T Schultz, A Waibel","Experiments towards a multi-language LVCSR interface",2000,"Int. Conf. on Spoken Language Processing","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.6.3249&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=5346820839445789766&as_sdt=2005&sciodt=0,5&hl=en",321,"2020-11-06 21:29:44","PDF","","","",,,,,4,0.20,2,2,20,"This paper describes experiments towards a multilanguage human-computer speech interface. Our interface is designed for large vocabulary continuous speech input. For this purpose a multilingual dictation database has been collected under GlobalPhone, which is a …"
5,"R Pröpper, F Putze, T Schultz","Jam: Java-based associative memory",2011,"… of the Paralinguistic Information and its …","Springer","https://link.springer.com/chapter/10.1007/978-1-4614-1335-6_16","https://scholar.google.com/scholar?cites=17343427232378958991&as_sdt=2005&sciodt=0,5&hl=en",322,"2020-11-06 21:29:44","","","","",,,,,5,0.56,2,3,9,"In dynamic environments, conversational dialog systems have to deal with ambiguous input, topic shifts and the users' limited memory resources. Therefore, systems need to model cognitive processes of its users to predict “what is on the user's mind”. In this paper, we …"
